,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,betha,seed,EPH,corr
74,74,2,1,1,1,0,1,1,1,1,0,2,0,1,1,1,1,2.0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,1,2,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,2,1,2.0,2.0,0,1,0.6,74,1.0321782178217822,-0.2989091685077749
75,75,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,2,2.0,2,1,0,1,1,2,1,1,2,0,2,2,1,2,1,1,1,0,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,0,1,2,0,1,1,1,1,2,0,0.0,1.0,2,1,0.4,75,1.0718336483931947,-0.25730430756825334
76,76,0,0,1,1,1,1,2,0,1,1,1,1,1,2,1,0,2.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1.0,0.0,1,1,0.5,76,1.030054644808743,-0.336265401287037
77,77,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2.0,2,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,2,0,1,1,1,2,0,1,1,1,2,2,1,1,1,1,0,1,1,0,1,0,1,1,1,2,1,1,1,1,1,2,2,1.0,2.0,1,1,0.4,77,1.0605427974947808,-0.33636047871538644
78,78,1,1,1,0,1,1,1,1,1,2,1,1,0,1,1,2,1.0,2,2,1,0,2,1,0,2,1,1,1,2,0,1,1,1,1,1,1,1,1,2,1,0,1,1,0,1,1,1,1,1,1,1,1,2,1,0,1,0,2,1,1,1,1,1,1,1,1,1,1,1,0,2,1.0,2.0,2,1,0.5,78,1.0613107822410148,-0.2709918637564727
79,79,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2.0,1,1,1,0,1,1,0,2,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,0,2,1,2,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,2.0,1.0,0,0,0.5,79,1.0566037735849056,-0.09732547529892163
80,80,1,1,1,0,1,0,1,1,1,1,0,1,1,2,1,0,1.0,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,2,1,1,2,1,0,1,1,1,0,1,1,1,1,1,1,1.0,2.0,2,2,0.4,80,1.0434782608695652,-0.19604298226640812
81,81,2,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,2.0,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,0,2,1,2,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,0,2,0,1,1,1,1.0,1.0,2,1,0.5,81,1.0339366515837105,-0.45634407407113975
82,82,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1.0,1,1,1,1,1,1,1,2,0,1,0,1,0,1,0,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,0,0,1,1,1,2.0,1.0,1,1,0.6,82,1.0328767123287672,-0.13703630099621056
83,83,0,1,1,0,0,1,1,1,0,1,1,1,1,2,1,1,1.0,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,0,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1.0,2.0,1,1,0.6,83,1.01994301994302,-0.32914707775980523
84,84,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2.0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,0,1,0,1,2,2,1,2,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,1,1,1,1,1,0,1,1,1,0,1,1,2.0,0.0,1,0,0.6,84,1.0358126721763086,-0.31356891267795706
85,85,2,1,1,1,1,1,1,2,1,1,1,2,1,0,1,1,2.0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,2,2,2.0,2.0,2,1,0.6,85,1.0218579234972678,-0.22063051086402558
86,86,2,1,1,1,1,1,1,1,1,0,2,1,1,1,1,2,1.0,0,2,1,0,1,1,1,2,1,2,0,0,1,0,1,1,1,1,1,1,1,2,1,0,1,1,3,0,0,1,1,1,1,1,2,2,1,1,1,2,0,2,2,1,1,1,1,1,2,2,1,1,1,1,2.0,2.0,1,1,0.4,86,1.0791896869244935,-0.15558317235563807
87,87,2,1,1,1,1,1,0,1,1,0,1,1,1,2,1,0,2.0,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,2,1,1,2,1,1,1,1,2.0,0.0,2,1,0.6,87,1.027190332326284,-0.24399070086877586
88,88,2,1,1,1,0,1,1,0,1,1,1,2,1,2,1,1,2.0,1,2,1,0,1,1,1,2,1,1,2,2,2,1,1,0,1,0,2,1,1,1,1,1,1,1,2,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,2,0,2,0.0,2.0,1,1,0.4,88,1.0501089324618735,-0.4368965366140353
89,89,1,1,1,1,0,1,2,1,0,1,1,1,1,2,1,1,1.0,1,1,0,1,1,0,1,1,1,0,1,1,2,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1,1,0.6,89,1.0176991150442478,-0.2656519892627264
90,90,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2.0,2,0,1,1,1,1,1,1,1,1,1,1,0,1,0,2,1,1,2,1,0,2,0,1,1,1,2,1,1,1,1,1,1,1,0,2,1,1,1,1,1,0,1,1,1,1,2,2,1,1,0,0,2,1,2.0,1.0,1,0,0.5,90,1.0392156862745099,-0.2921900463429873
91,91,1,1,0,1,1,2,1,1,1,1,1,1,1,1,0,1,1.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,2,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1.0,2.0,2,1,0.6,91,1.0349462365591398,-0.30300378526622695
92,92,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,0,1.0,1,0,1,1,1,2,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,2,2,1,0,2,2,1,1,1,2,1,1,1,1,1,1,2,1,0,0,1,1,1,1,2,2,1,2,0,1,1,0,2.0,1.0,2,1,0.6,92,1.027906976744186,-0.13833668812197084
93,93,2,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,2.0,1,1,1,1,0,2,1,0,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,0,0,1,0,0,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2.0,1.0,1,0,0.5,93,1.034739454094293,-0.41040796440771665
94,94,1,1,1,1,1,1,2,1,0,1,1,2,1,2,1,1,0.0,1,1,0,1,1,0,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,2,1,0,1,1,1,1,0,1,1,0,2,1,2,1.0,2.0,1,1,0.6,94,1.0475059382422802,-0.1907428649615936
95,95,1,1,0,1,1,0,2,0,1,1,1,1,1,1,1,1,2.0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,2,1.0,2.0,2,1,0.6,95,1.0138121546961325,-0.4301628070754503
96,96,1,1,0,0,1,1,0,1,1,1,1,1,1,2,1,2,2.0,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,2.0,,0,2,0.4,96,1.0606060606060606,-0.17839694692119462
97,97,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,0,1,1,1,2,1,1,1,0,0,1,1,2,1,1,0,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,0,1,0,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,0,1,0.0,2.0,1,1,0.6,97,1.0301369863013699,-0.1265746151588287
98,98,1,1,0,1,1,1,2,1,1,1,1,1,1,2,1,1,2.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0.0,1.0,2,1,0.6,98,1.0104895104895104,-0.18395055974502536
99,99,1,0,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2.0,2,2,1,1,1,1,0,1,1,1,1,1,2,1,2,1,1,1,0,2,1,2,1,0,1,1,1,2,1,1,1,1,1,1,1,0,1,2,2,1,0,2,2,1,1,1,1,1,1,2,2,0,0,1,2.0,2.0,0,1,0.5,99,1.0492957746478873,-0.25830432578621637
